text,retweet_count,favorite_count,created_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
"RT @CounsellingSam: Clean Power is on the rise. The UK really needs to catch up.

https://t.co/RDHqJv3ZHM",1,0,2023-06-08 10:07:16+00:00,"['rt', 'counsellingsam', 'clean', 'power', 'rise', 'uk', 'really', 'need', 'catch']",0.0,0.252,0.748,0.4019,Positive,[],[]
"RT @AlJames63641441: @DavidDa54355054 @theSNP All the cowboy firms start up fitting the latest green energy product, take the money then go…",1,0,2023-06-08 10:05:57+00:00,"['rt', 'aljames63641441', 'davidda54355054', 'thesnp', 'cowboy', 'firm', 'start', 'fitting', 'latest', 'green', 'energy', 'product', 'take', 'money', 'go…']",0.0,0.13,0.87,0.2732,Positive,['aljames63641441 davidda54355054'],[]
RT @Focus_SME: #KPIGREEN KPI GREEN ENERGY update. https://t.co/LSPa3z4pUK,1,0,2023-06-08 09:55:41+00:00,"['rt', 'focussme', 'kpigreen', 'kpi', 'green', 'energy', 'update']",0.0,0.259,0.741,0.2732,Positive,[],[]
RT @Glenn_Hegar: “In fact so-called green energy is such a burden on bottom lines that even in the most climate-obsessed jurisdiction in th…,1,0,2023-06-08 09:41:10+00:00,"['rt', 'glennhegar', '“', 'fact', 'socalled', 'green', 'energy', 'burden', 'bottom', 'line', 'even', 'climateobsessed', 'jurisdiction', 'th…']",0.181,0.131,0.688,-0.2023,Negative,[],[]
"RT @ClimateGroup: Next-up at our ‘Green energy forum’ was our ‘Innovation equals acceleration’ session with @AnnaWarrington, Managing Direc…",1,0,2023-06-08 09:40:57+00:00,"['rt', 'climategroup', 'nextup', '‘', 'green', 'energy', 'forum', '’', '‘', 'innovation', 'equal', 'acceleration', '’', 'session', 'annawarrington', 'managing', 'direc…']",0.0,0.299,0.701,0.5719,Positive,['annawarrington'],[]
RT @elogicalstech: Greenzo Energy is gearing up to revolutionise the energy industry with its green hydrogen technology. #GreenHydrogen #Re…,1,0,2023-06-08 09:39:36+00:00,"['rt', 'elogicalstech', 'greenzo', 'energy', 'gearing', 'revolutionise', 'energy', 'industry', 'green', 'hydrogen', 'technology', 'greenhydrogen', 're…']",0.0,0.276,0.724,0.4939,Positive,[],[]
"RT @RosiePearson59: Deep heart green heart thankfulness to the bravest, most authentic voice and energy in parliament. So many of us in @Th…",1,0,2023-06-08 09:39:02+00:00,"['rt', 'rosiepearson59', 'deep', 'heart', 'green', 'heart', 'thankfulness', 'bravest', 'authentic', 'voice', 'energy', 'parliament', 'many', 'u', 'th…']",0.0,0.436,0.564,0.8176,Positive,[],[]
RT @SamuelaIsopiEU: #TeamEurope in action! Pleased to join @NLinNigeria and my friend @NLAmbPlomp for a timely TechClean event yesterday in…,1,0,2023-06-08 09:38:39+00:00,"['rt', 'samuelaisopieu', 'teameurope', 'action', 'pleased', 'join', 'nlinnigeria', 'friend', 'nlambplomp', 'timely', 'techclean', 'event', 'yesterday', 'in…']",0.0,0.43,0.57,0.8074,Positive,[],[]
RT @Rahul_Invest: KPI Green Energy Ltd receives Commissioning Certificates from GEDA for 26.10 MW hybrid power project. https://t.co/AtAPma…,1,0,2023-06-08 09:26:25+00:00,"['rt', 'rahulinvest', 'kpi', 'green', 'energy', 'ltd', 'receives', 'commissioning', 'certificate', 'geda', '2610', 'mw', 'hybrid', 'power', 'project']",0.0,0.13,0.87,0.2732,Positive,[],[]
RT @wight1984: @public_culture_ @Psythor I don't understand why some people talk about 'decades' as if that's an unacceptable timeframe.…,1,0,2023-06-08 09:14:39+00:00,"['rt', 'wight1984', 'publicculture', 'psythor', 'dont', 'understand', 'people', 'talk', 'decade', 'thats', 'unacceptable', 'timeframe…']",0.214,0.0,0.786,-0.4588,Negative,[],[]
"RT @jochenbiederm: Mohamed Jameel Al Ramahi, the CEO of @Masdar, explains its success story since the start in 2006, current developments a…",1,0,2023-06-08 09:10:20+00:00,"['rt', 'jochenbiederm', 'mohamed', 'jameel', 'al', 'ramahi', 'ceo', 'masdar', 'explains', 'success', 'story', 'since', 'start', '2006', 'current', 'development', 'a…']",0.0,0.188,0.812,0.5719,Positive,[],[]
"RT @LENMILNER: @Keir_Starmer EXPLAIN HOW THE STEEL INDUSTRY WILL EXIST WITHOUT OIL OR GAS THEN?
'GREEN ENERGY' WILL NOT SUFFICE AND FUELS W…",1,0,2023-06-08 09:05:21+00:00,"['rt', 'lenmilner', 'keirstarmer', 'explain', 'steel', 'industry', 'exist', 'without', 'oil', 'gas', 'green', 'energy', 'suffice', 'fuel', 'w…']",0.0,0.13,0.87,0.2732,Positive,[],[]
"RT @NEGlobalMedia: The green road to Baku: UK sees energy security, supply https://t.co/518MhXthsA",1,0,2023-06-08 09:05:05+00:00,"['rt', 'neglobalmedia', 'green', 'road', 'baku', 'uk', 'see', 'energy', 'security', 'supply']",0.0,0.36,0.64,0.5423,Positive,[],[]
"RT @TakaNiMaliKenya: “Our areas of opportunity for green financing which we analyzed include Manufacturing, Agriculture, Energy and Transpo…",1,0,2023-06-08 08:58:51+00:00,"['rt', 'takanimalikenya', '“', 'area', 'opportunity', 'green', 'financing', 'analyzed', 'include', 'manufacturing', 'agriculture', 'energy', 'transpo…']",0.0,0.329,0.671,0.5994,Positive,[],[]
"RT @Ayrhead2: @GBNEWS So far the run to green energy is going great.

Only another 30k wind turbines, 1000s acres of solar and 100% backup…",1,0,2023-06-08 08:56:17+00:00,"['rt', 'ayrhead2', 'gbnews', 'far', 'run', 'green', 'energy', 'going', 'great', 'another', '30k', 'wind', 'turbine', '1000', 'acre', 'solar', '100', 'backup…']",0.0,0.279,0.721,0.7351,Positive,[],[]
"RT @Ordinary_jo_jo: All in the name of ‘Green Energy’

#ClimateScam https://t.co/pNsDUWFRmf",1,0,2023-06-08 08:48:04+00:00,"['rt', 'ordinaryjojo', 'name', '‘', 'green', 'energy', '’', 'climatescam']",0.0,0.296,0.704,0.2732,Positive,[],[]
"All in the name of ‘Green Energy’

#ClimateScam https://t.co/pNsDUWFRmf",1,0,2023-06-08 08:47:17+00:00,"['name', '‘', 'green', 'energy', '’', 'climatescam']",0.0,0.412,0.588,0.2732,Positive,[],[]
RT @The_ASAI: Our CEO @TwomeyO was on @drivetimerte recently discussing the latest complaints bulletin which featured complaints upheld acr…,1,0,2023-06-08 08:30:00+00:00,"['rt', 'theasai', 'ceo', 'twomeyo', 'drivetimerte', 'recently', 'discussing', 'latest', 'complaint', 'bulletin', 'featured', 'complaint', 'upheld', 'acr…']",0.268,0.0,0.732,-0.5267,Negative,[],[]
"RT @ClimateWorks: #CleanCooling for all means:

🏞Enacting local policies that enhance urban green space
🏢Designing more energy efficient bu…",1,0,2023-06-08 08:28:12+00:00,"['rt', 'climateworks', 'cleancooling', 'mean', '🏞enacting', 'local', 'policy', 'enhance', 'urban', 'green', 'space', '🏢designing', 'energy', 'efficient', 'bu…']",0.0,0.274,0.726,0.5994,Positive,[],[]
RT @BeingHindu12: @gypsy_nilima @ajay43 @khushsundar ₹2.83 is for conventional energy ₹8.83 is for green energy. And Adani is not the only…,1,0,2023-06-08 08:26:46+00:00,"['rt', 'beinghindu12', 'gypsynilima', 'ajay43', 'khushsundar', '₹283', 'conventional', 'energy', '₹883', 'green', 'energy', 'adani', 'only…']",0.0,0.276,0.724,0.4939,Positive,[],[]
RT @ClimateGroup: “Asia is waking up to the energy transition.” Our director of #energy @SamKimmins kicked off our ‘Green Energy Forum’ at…,1,0,2023-06-08 08:25:50+00:00,"['rt', 'climategroup', '“', 'asia', 'waking', 'energy', 'transition', '”', 'director', 'energy', 'samkimmins', 'kicked', '‘', 'green', 'energy', 'forum', '’', 'at…']",0.0,0.364,0.636,0.6486,Positive,[],[]
"RT @EnergySysCat: Hear what Rebecca Sweeney, Business Leader at Energy Systems Catapult had to say below. 

Learn more about Green Finance…",1,0,2023-06-08 08:23:18+00:00,"['rt', 'energysyscat', 'hear', 'rebecca', 'sweeney', 'business', 'leader', 'energy', 'system', 'catapult', 'say', 'learn', 'green', 'finance…']",0.0,0.139,0.861,0.2732,Positive,[],[]
"RT @RMIAfrica: The workforce gap is slowing down the energy transition, but this is proof we can do something about it! ⚡

This article exa…",1,0,2023-06-08 08:04:00+00:00,"['rt', 'rmiafrica', 'workforce', 'gap', 'slowing', 'energy', 'transition', 'proof', 'something', '⚡', 'article', 'exa…']",0.0,0.174,0.826,0.2732,Positive,[],[]
"RT @ETNOWlive: #OnETNOW | L&amp;T forms Green Energy Council, unveils green hydrogen strategy. 

Subramanian Sarma shares insights on hydrogen…",1,0,2023-06-08 08:00:34+00:00,"['rt', 'etnowlive', 'onetnow', 'lampt', 'form', 'green', 'energy', 'council', 'unveils', 'green', 'hydrogen', 'strategy', 'subramanian', 'sarma', 'share', 'insight', 'hydrogen…']",0.0,0.223,0.777,0.5106,Positive,[],[]
"RT @steamedhamms: if you think the public are sceptical about green stuff (I don’t think they are), just say it’s what we need to spend to…",1,0,2023-06-08 07:57:28+00:00,"['rt', 'steamedhamms', 'think', 'public', 'sceptical', 'green', 'stuff', '’', 'think', 'say', '’', 'need', 'spend', 'to…']",0.167,0.0,0.833,-0.296,Negative,[],[]
"@LoewyLawFirm Excellent question… if you don’t see an appropriation of a few $billion, the answer is no.  However… one thing Abbott’s done well is use his office to increase scrutiny on grid management.  ERCOT and PUC know their asses are on the line. Smart.",1,0,2023-06-08 00:37:18+00:00,"['oewylawfirm', 'excellent', 'question…', '’', 'see', 'appropriation', 'billion', 'answer', 'however…', 'one', 'thing', 'abbott', '’', 'done', 'well', 'use', 'office', 'increase', 'scrutiny', 'grid', 'management', 'ercot', 'puc', 'know', 'ass', 'line', 'smart']",0.102,0.315,0.583,0.743,Positive,['puc'],[]
RT @GopiNat09450824: 5/ Imagine managing a smart energy grid project where users are rewarded or charged based on their energy contribution…,1,0,2023-06-08 00:12:20+00:00,"['rt', 'gopinat09450824', '5', 'imagine', 'managing', 'smart', 'energy', 'grid', 'project', 'user', 'rewarded', 'charged', 'based', 'energy', 'contribution…']",0.086,0.483,0.431,0.8074,Positive,['gopinat09450824 5'],[]
"RT @DOEelectricity: LISTEN! 👂 In this episode of Grid Talk, Sheri Givens, president and CEO of the Smart Electric Power Alliance (@SEPAPowe…",1,0,2023-06-07 22:29:00+00:00,"['rt', 'doeelectricity', 'listen', '👂', 'episode', 'grid', 'talk', 'sheri', 'given', 'president', 'ceo', 'smart', 'electric', 'power', 'alliance', 'sepapowe…']",0.0,0.162,0.838,0.4019,Positive,['smart electric power alliance sepapowe…'],[]
RT @GE_Digital: We’re proud to have partnered with @SPEnergyNetwork on the first phase of a £4.4 million trial demonstrating how the electr…,1,0,2023-06-07 18:47:39+00:00,"['rt', 'gedigital', '’', 'proud', 'partnered', 'spenergynetwork', 'first', 'phase', '£44', 'million', 'trial', 'demonstrating', 'electr…']",0.0,0.22,0.78,0.4767,Positive,[],[]
RT @medrededeng: @NicoletteBailey @geordinhl Yeah...Now try and scale your batteries to the size that they can store energy from grid tied…,1,0,2023-06-07 17:23:38+00:00,"['rt', 'medrededeng', 'nicolettebailey', 'geordinhl', 'yeahnow', 'try', 'scale', 'battery', 'size', 'store', 'energy', 'grid', 'tied…']",0.0,0.149,0.851,0.2732,Positive,[],[]
"RT @AndreiCovatariu: A critical @IEA report, from the #3DEN Initiative, focusing on the digitalization process of the power systems &amp; its r…",1,0,2023-06-07 15:46:44+00:00,"['rt', 'andreicovatariu', 'critical', 'iea', 'report', '3den', 'initiative', 'focusing', 'digitalization', 'process', 'power', 'system', 'amp', 'r…']",0.15,0.0,0.85,-0.3182,Negative,[],[]
RT @SmrtrGridSols: Passionate about clean energy? Join Smarter Grid Solutions and help shape the future! We're hiring Smart Grid Engineers…,1,0,2023-06-07 14:23:58+00:00,"['rt', 'smrtrgridsols', 'passionate', 'clean', 'energy', 'join', 'smarter', 'grid', 'solution', 'help', 'shape', 'future', 'hiring', 'smart', 'grid', 'engineers…']",0.0,0.725,0.275,0.959,Positive,[],[]
RT @ponekeben: Fascinating briefing on the future of Wellington's power grid this morning from Wellington Electricity. A lot of need for fu…,1,0,2023-06-07 01:55:04+00:00,"['rt', 'ponekeben', 'fascinating', 'briefing', 'future', 'wellington', 'power', 'grid', 'morning', 'wellington', 'electricity', 'lot', 'need', 'fu…']",0.0,0.212,0.788,0.5423,Positive,[],"['wellington', 'wellington']"
"RT @USTDA: USTDA has awarded grant funding to Power Cell, a policy and planning agency under the Government of Bangladesh’s @MoPEMR, to adv…",1,0,2023-06-07 00:33:01+00:00,"['rt', 'ustda', 'ustda', 'awarded', 'grant', 'funding', 'power', 'cell', 'policy', 'planning', 'agency', 'government', 'bangladesh', '’', 'mopemr', 'adv…']",0.0,0.286,0.714,0.6369,Positive,[],[]
"RT @AukeHoekstra: @freecloud @guardian You can rest assured every expert is aware of your concerns, but smart charging makes the grid a non…",1,0,2023-06-06 21:49:21+00:00,"['rt', 'aukehoekstra', 'freecloud', 'guardian', 'rest', 'assured', 'every', 'expert', 'aware', 'concern', 'smart', 'charging', 'make', 'grid', 'non…']",0.0,0.286,0.714,0.6369,Positive,[],[]
"RT @ProfBillMcGuire: @Michel_Ceuppens No. Wind, solar, tidal, hydro, geothermal will all contribute. Energy storage is becoming cheaper and…",1,0,2023-06-06 21:43:19+00:00,"['rt', 'profbillmcguire', 'michelceuppens', 'wind', 'solar', 'tidal', 'hydro', 'geothermal', 'contribute', 'energy', 'storage', 'becoming', 'cheaper', 'and…']",0.0,0.139,0.861,0.2732,Positive,[],[]
RT @SurplusESavings: National Grid Customers Can Now Qualify to Get Solar Panels for No Cost*! See if this No Cost* Solar Promotion can low…,1,0,2023-06-06 20:51:43+00:00,"['rt', 'surplusesavings', 'national', 'grid', 'customer', 'qualify', 'get', 'solar', 'panel', 'cost', 'see', 'cost', 'solar', 'promotion', 'low…']",0.0,0.0,1.0,0.0,Neutral,['rt surplusesavings national grid'],[]
"RT @SchillerWalther: @dorfman_p Wind turbines which last 20 years , so every year you will need 1000 wind turbines every year, with a very…",1,0,2023-06-06 20:19:16+00:00,"['rt', 'schillerwalther', 'dorfmanp', 'wind', 'turbine', 'last', '20', 'year', 'every', 'year', 'need', '1000', 'wind', 'turbine', 'every', 'year', 'very…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"@dorfman_p Wind turbines which last 20 years , so every year you will need 1000 wind turbines every year, with a very complex and untested type of grid. But you are a windy Island with a huge coast line and maratime domain, so maybe you could. Who knows. Not sure it is a smart idea though",1,0,2023-06-06 20:19:11+00:00,"['dorfmanp', 'wind', 'turbine', 'last', '20', 'year', 'every', 'year', 'need', '1000', 'wind', 'turbine', 'every', 'year', 'complex', 'untested', 'type', 'grid', 'windy', 'island', 'huge', 'coast', 'line', 'maratime', 'domain', 'maybe', 'could', 'know', 'sure', 'smart', 'idea', 'though']",0.0,0.201,0.799,0.743,Positive,[],[]
RT @cleantechvang: Scientists from North China Electric Power University and the State Grid Smart Grid Research Institute co-authored a pap…,1,0,2023-06-06 19:15:59+00:00,"['rt', 'cleantechvang', 'scientist', 'north', 'china', 'electric', 'power', 'university', 'state', 'grid', 'smart', 'grid', 'research', 'institute', 'coauthored', 'pap…']",0.0,0.153,0.847,0.4019,Positive,"['china electric power university state grid', 'smart grid research institute']",[]
"Scientists from North China Electric Power University and the State Grid Smart Grid Research Institute co-authored a paper in the Journal of Energy Storage. They propose a system that combines gravity #energystorage with power-based storage solutions.
https://t.co/G9N3Cu63Mz",1,0,2023-06-06 19:00:07+00:00,"['scientist', 'north', 'china', 'electric', 'power', 'university', 'state', 'grid', 'smart', 'grid', 'research', 'institute', 'coauthored', 'paper', 'journal', 'energy', 'storage', 'propose', 'system', 'combine', 'gravity', 'energystorage', 'powerbased', 'storage', 'solution']",0.0,0.244,0.756,0.7269,Positive,"['north china electric power university state grid', 'smart grid research institute']",[]
"RT @WokeSteveLGB: But don’t worry, race fans. You can trust @NASCAR to bring Xfinity Series to your smart devices exclusively via streaming…",1,0,2023-06-05 19:03:00+00:00,"['rt', 'wokestevelgb', '’', 'worry', 'race', 'fan', 'trust', 'nascar', 'bring', 'xfinity', 'series', 'smart', 'device', 'exclusively', 'via', 'streaming…']",0.131,0.374,0.495,0.6597,Positive,['xfinity'],[]
RT @ElectricRoadmap: Vehicle-to-grid technology is vital to ensure the grid is equipped to handle the increased load from millions of new E…,1,0,2023-06-05 17:54:50+00:00,"['rt', 'electricroadmap', 'vehicletogrid', 'technology', 'vital', 'ensure', 'grid', 'equipped', 'handle', 'increased', 'load', 'million', 'new', 'e…']",0.0,0.385,0.615,0.7096,Positive,[],[]
"RT @radiogirl985: ""Peak Perks #energy #conservation program will use smart thermostats installed in ON homes to automatically turn down par…",1,0,2023-06-05 14:58:24+00:00,"['rt', 'radiogirl985', 'peak', 'perk', 'energy', 'conservation', 'program', 'use', 'smart', 'thermostat', 'installed', 'home', 'automatically', 'turn', 'par…']",0.0,0.27,0.73,0.5859,Positive,[],[]
"""Peak Perks #energy #conservation program will use smart thermostats installed in ON homes to automatically turn down participants’ air conditioning a few degrees when electrical grid is straining under peak demand in exchange for a prepaid credit card."" https://t.co/CHCvAYyUdQ",1,0,2023-06-05 14:56:50+00:00,"['peak', 'perk', 'energy', 'conservation', 'program', 'use', 'smart', 'thermostat', 'installed', 'home', 'automatically', 'turn', 'participant', '’', 'air', 'conditioning', 'degree', 'electrical', 'grid', 'straining', 'peak', 'demand', 'exchange', 'prepaid', 'credit', 'card']",0.122,0.237,0.641,0.5574,Positive,[],[]
"RT @NinthCircleFan: Guitar #DisplayCase Cabinet Wall Hanger 🎸
Great horizontal or vertical display for a #signed or prized guitar. Lockable…",1,0,2023-06-05 12:55:12+00:00,"['rt', 'ninthcirclefan', 'guitar', 'displaycase', 'cabinet', 'wall', 'hanger', '🎸', 'great', 'horizontal', 'vertical', 'display', 'signed', 'prized', 'guitar', 'lockable…']",0.0,0.366,0.634,0.8176,Positive,['rt ninthcirclefan guitar displaycase cabinet wall hanger 🎸 great horizontal vertical display'],[]
"RT @IET_Research: @TheIET Smart Grid New Virtual Issue!

'Virtual Issue on Peak Load Forecasting and Applications'

Submit your papers here…",1,0,2023-06-05 09:49:38+00:00,"['rt', 'ietresearch', 'theiet', 'smart', 'grid', 'new', 'virtual', 'issue', 'virtual', 'issue', 'peak', 'load', 'forecasting', 'application', 'submit', 'paper', 'here…']",0.0,0.144,0.856,0.4019,Positive,['smart grid'],[]
"RT @IEEECOMST: [COMST Survey] Anomaly Detection in Blockchain Networks: A Comprehensive Survey

The recent advancements in blockchain has l…",1,0,2023-06-05 07:58:03+00:00,"['rt', 'ieeecomst', 'comst', 'survey', 'anomaly', 'detection', 'blockchain', 'network', 'comprehensive', 'survey', 'recent', 'advancement', 'blockchain', 'l…']",0.0,0.133,0.867,0.25,Positive,[],[]
RT @ItronInc: ICYMI: We shipped our one millionth Intelis ultrasonic smart gas meter! We had a great time celebrating this milestone in Oco…,1,0,2023-06-05 06:02:46+00:00,"['rt', 'itroninc', 'icymi', 'shipped', 'one', 'millionth', 'intelis', 'ultrasonic', 'smart', 'gas', 'meter', 'great', 'time', 'celebrating', 'milestone', 'oco…']",0.0,0.447,0.553,0.8885,Positive,['intelis ultrasonic smart'],[]
"RT @NinthCircleFan: Let It Be Garden Post
Decorative garden post with The Beatles Let It Be lyrics &amp; colorful artwork. High quality PVC art…",1,0,2023-06-03 14:06:33+00:00,"['rt', 'ninthcirclefan', 'let', 'garden', 'post', 'decorative', 'garden', 'post', 'beatles', 'let', 'lyric', 'amp', 'colorful', 'artwork', 'high', 'quality', 'pvc', 'art…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @NinthCircleFan: #HarleyDavidson Skull #Keychain 📷📷
Harley Davidson motorcycles skull keychain with moving jaw &amp; HD logo to use as a key…",1,0,2023-06-03 14:05:38+00:00,"['rt', 'ninthcirclefan', 'harleydavidson', 'skull', 'keychain', '📷📷', 'harley', 'davidson', 'motorcycle', 'skull', 'keychain', 'moving', 'jaw', 'amp', 'hd', 'logo', 'use', 'key…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @MarkPlackett1: Interesting micro grid, smart plugs, power directed to particular appliances 🤔 
@SolarInMASS @Solar_Quotes 
Regulation?…",1,0,2023-06-03 01:24:37+00:00,"['rt', 'markplackett1', 'interesting', 'micro', 'grid', 'smart', 'plug', 'power', 'directed', 'particular', 'appliance', '🤔', 'solarinmass', 'solarquotes', 'regulation…']",0.0,0.31,0.69,0.6597,Positive,"['markplackett1', 'interesting micro grid']",[]
"RT @maxbiaggi30: @Flyck66 @CondenserMick Confession.

I've had electric cars for the last 5 years. Least maintenance I've ever had on cars.…",1,0,2023-06-02 20:37:15+00:00,"['rt', 'maxbiaggi30', 'flyck66', 'condensermick', 'confession', 'ive', 'electric', 'car', 'last', '5', 'year', 'least', 'maintenance', 'ive', 'ever', 'cars…']",0.0,0.0,1.0,0.0,Neutral,['maxbiaggi30 flyck66'],[]
"RT @PowerofBeauty4: Rocketbook Smart Reusable Notebook, Core Letter Size Spiral Notebook, Infinity Black, Dot Grid, (8.5"" x 11"") https://t.…",1,0,2023-06-02 20:21:14+00:00,"['rt', 'powerofbeauty4', 'rocketbook', 'smart', 'reusable', 'notebook', 'core', 'letter', 'size', 'spiral', 'notebook', 'infinity', 'black', 'dot', 'grid', '85', 'x', '11']",0.0,0.144,0.856,0.4019,Positive,[],[]
"RT @AtTheRaces: Savethelastdance the real deal? 

Watch her 22-length Chester romp, plus utilise Smart Stats, pace charts and our odds comp…",1,0,2023-06-02 11:06:14+00:00,"['rt', 'attheraces', 'savethelastdance', 'real', 'deal', 'watch', '22length', 'chester', 'romp', 'plus', 'utilise', 'smart', 'stats', 'pace', 'chart', 'odds', 'comp…']",0.0,0.144,0.856,0.4019,Positive,[],[]
RT @aldenmeyer: He needs to put forward a plan to mobilize the trillions of dollars annually that are needed to realize his stated goal of…,1,0,2023-06-08 10:21:22+00:00,"['rt', 'aldenmeyer', 'need', 'put', 'forward', 'plan', 'mobilize', 'trillion', 'dollar', 'annually', 'needed', 'realize', 'stated', 'goal', 'of…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @gredmond76: ...is failing to deliver on renewables, energy efficiency, heat pumps, EVs &amp; everything else a handful of hard right commen…",1,0,2023-06-08 10:14:13+00:00,"['rt', 'gredmond76', 'failing', 'deliver', 'renewables', 'energy', 'efficiency', 'heat', 'pump', 'ev', 'amp', 'everything', 'else', 'handful', 'hard', 'right', 'commen…']",0.211,0.206,0.583,-0.0258,Negative,[],[]
"RT @MarkMwandosya: The next frontier in the energy-transport/environment nexus? Visiting the @Nishati2017, @undptz, @EUinTZ Tanzania Energy…",1,0,2023-06-08 09:44:53+00:00,"['rt', 'markmwandosya', 'next', 'frontier', 'energytransportenvironment', 'nexus', 'visiting', 'nishati2017', 'undptz', 'euintz', 'tanzania', 'energy…']",0.0,0.0,1.0,0.0,Neutral,['nishati2017'],[]
RT @ChichesterDC: The @warmerhomesUK programme offers a range of fully-funded energy-efficiency improvements for eligible residents includi…,1,0,2023-06-08 08:48:15+00:00,"['rt', 'chichesterdc', 'warmerhomesuk', 'programme', 'offer', 'range', 'fullyfunded', 'energyefficiency', 'improvement', 'eligible', 'resident', 'includi…']",0.0,0.214,0.786,0.4588,Positive,['rt chichesterdc warmerhomesuk'],[]
"RT @stamfordcolluk: Introducing a comprehensive range of Retrofit courses at Stamford College! 

As the UK strives to reduce carbon emissio…",1,0,2023-06-08 08:36:14+00:00,"['rt', 'stamfordcolluk', 'introducing', 'comprehensive', 'range', 'retrofit', 'course', 'stamford', 'college', 'uk', 'strives', 'reduce', 'carbon', 'emissio…']",0.0,0.133,0.867,0.25,Positive,[],[]
RT @EnvirocheckUK: At our last #LandmarkGeodata Quarterly Summit we heard from our panel of property experts as they discussed #MEES. Watch…,1,0,2023-06-08 08:31:45+00:00,"['rt', 'envirocheckuk', 'last', 'landmarkgeodata', 'quarterly', 'summit', 'heard', 'panel', 'property', 'expert', 'discussed', 'mees', 'watch…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @LandmarkUK: At our last #LandmarkGeodata Quarterly Summit we heard from our panel of property experts as they discussed #MEES. Watch as…,1,0,2023-06-08 08:30:50+00:00,"['rt', 'landmarkuk', 'last', 'landmarkgeodata', 'quarterly', 'summit', 'heard', 'panel', 'property', 'expert', 'discussed', 'mees', 'watch', 'as…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @Promap: At our last #LandmarkGeodata Quarterly Summit we heard from our panel of property experts as they discussed #MEES. Watch as Cat…,1,0,2023-06-08 08:30:36+00:00,"['rt', 'promap', 'last', 'landmarkgeodata', 'quarterly', 'summit', 'heard', 'panel', 'property', 'expert', 'discussed', 'mees', 'watch', 'cat…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @BroxbourneBC: The Government-backed ECO aims to help eligible households install energy efficiency solutions at no cost.

Join E.On at…",1,0,2023-06-08 08:09:49+00:00,"['rt', 'broxbournebc', 'governmentbacked', 'eco', 'aim', 'help', 'eligible', 'household', 'install', 'energy', 'efficiency', 'solution', 'cost', 'join', 'eon', 'at…']",0.0,0.518,0.482,0.8689,Positive,[],[]
"RT @Monash_Science: Energy efficiency ⚡, fruit flies 🦟and innovative imaging 📷: Congratulations to the 2023 #MonashScience Three Minute The…",1,0,2023-06-08 08:07:15+00:00,"['rt', 'monashscience', 'energy', 'efficiency', '⚡', 'fruit', 'fly', '🦟and', 'innovative', 'imaging', '📷', 'congratulation', '2023', 'monashscience', 'three', 'minute', 'the…']",0.0,0.509,0.491,0.886,Positive,[],[]
"RT @WeDontHaveTime: How do we build the new #netzero in developing countries? 🏗️👷‍♀️

Listen to @jptricoire Chairman at @SchneiderElec, liv…",1,0,2023-06-08 08:04:16+00:00,"['rt', 'wedonthavetime', 'build', 'new', 'netzero', 'developing', 'country', '🏗️👷\u200d♀️', 'listen', 'jptricoire', 'chairman', 'schneiderelec', 'liv…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @ANDErapidDNA: The F7-Chip ➡️ Combined analytical power of all conventional testing methods in one single test- with groundbreaking accu…,1,0,2023-06-08 07:56:13+00:00,"['rt', 'anderapiddna', 'f7chip', '➡️', 'combined', 'analytical', 'power', 'conventional', 'testing', 'method', 'one', 'single', 'test', 'groundbreaking', 'accu…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @mettatalks: Scottish based Energy Efficiency Startup @SnuggEnergy has teamed up with @edfenergy to help homeowners improve their #energ…,1,0,2023-06-08 07:50:17+00:00,"['rt', 'mettatalks', 'scottish', 'based', 'energy', 'efficiency', 'startup', 'snuggenergy', 'teamed', 'edfenergy', 'help', 'homeowner', 'improve', 'energ…']",0.0,0.505,0.495,0.8481,Positive,[],[]
RT @SchneiderElec: Live from the IEA's 8th Global Conference on Energy Efficiency! Join us for the Opening Remarks from Jean-Pascal Tricoir…,1,0,2023-06-08 07:29:28+00:00,"['rt', 'schneiderelec', 'live', 'ieas', '8th', 'global', 'conference', 'energy', 'efficiency', 'join', 'u', 'opening', 'remark', 'jeanpascal', 'tricoir…']",0.0,0.382,0.618,0.7003,Positive,[],[]
"RT @bullshitjobs: @FelixSchenuit @acherp @SWPBerlin @Oliver_Geden @MirandaBoe 3-4 billion non-contributing, net loss #bullshitjobs are wast…",1,0,2023-06-08 07:15:05+00:00,"['rt', 'bullshitjobs', 'felixschenuit', 'acherp', 'swpberlin', 'olivergeden', 'mirandaboe', '34', 'billion', 'noncontributing', 'net', 'loss', 'bullshitjobs', 'wast…']",0.15,0.0,0.85,-0.3182,Negative,['mirandaboe'],[]
