text,retweet_count,favorite_count,created_at
RT @ScoConstructNow: Scotland Excel scoops procurement award for leading energy efficiency work | @ScotlandExcel https://t.co/CCxtoKJH0G,2,0,2023-06-08 09:19:47+00:00
"RT @WeDontHaveTime: ""Let's create awareness"" 💡 How can we put measuring points into the building process to develop energy-efficient buildi…",2,0,2023-06-08 07:59:49+00:00
"RT @prop_tech: *Sustainability: Greening of Irish property

*Proptech investment slows but outlook remains positive

*The rise of smart bui…",2,0,2023-06-08 06:50:24+00:00
RT @KlimaMin: The world will simply have no chance of reaching the necessary #climate goals if we do not get annual #EnergyEfficiency impro…,2,0,2023-06-08 06:44:13+00:00
"RT @reconmatic: 🤗 Glad to be featured at the @EU_BUILDUP forum!
ℹ️ The BUILD UP web portal is the largest portal and principal reference po…",2,0,2023-06-08 06:29:31+00:00
RT @BarbaraFreiSE: Hi from the @IEA 8th Global Conference: Sharing knowledge is crucial to accelerate progress in #EnergyEfficiency - and p…,2,0,2023-06-08 06:25:40+00:00
"RT @ACSEnergyLett: ""Highly Efficient"" and ""High efficiency"" in titles -about 6,400 results for the year 2022, more than doubling from the c…",2,0,2023-06-08 05:21:39+00:00
"RT @cleannrgcouncil: IN THE MEDIA | Clean Energy Council Director of Distributed Energy, Con Hristodoulidis, calls for a national scheme to…",2,0,2023-06-08 04:37:04+00:00
"RT @GavinOtte: Time is not the finite resource.

ENERGY is.

You run out of time because you run out of energy.

Death is an absence of ene…",2,0,2023-06-08 04:33:24+00:00
RT @PeoplesDailyapp: Annual investments in improving #energy efficiency must triple by 2030 in order for the world to remain able to keep g…,2,0,2023-06-08 02:52:27+00:00
RT @SchneiderEME: #Decarbonization is an important step to reaching net-zero goals. #EcoStruxure Microgrid Flex intelligently manages and o…,2,0,2023-06-08 02:41:51+00:00
RT @SchneiderEME: The #Sustainability School by @SchneiderEME prepares you to seize new business opportunities created by electrification a…,2,0,2023-06-08 02:41:48+00:00
RT @KCKBPU: See if you qualify for the ECKAN Weatherization Program. The program provides FREE services and upgrades that improve energy ef…,2,0,2023-06-08 01:31:33+00:00
"RT @ADFinPNG: Recently, the team from 6 ESR completed the installation of solar power to 2 RPIR HQ in Wewak. The #PNGAusPartnership continu…",2,0,2023-06-08 10:14:55+00:00
"RT @DEOGADGET: How do I charge the POWERSTATION when there's no light and fuel is N500?

You can get the 60W monocrystalline Solar Panel to…",2,0,2023-06-08 09:53:42+00:00
"How do I charge the POWERSTATION when there's no light and fuel is N500?

You can get the 60W monocrystalline Solar Panel to run a charge. This panel cost N35,000 only.

72,000Mah Yoobao power stations N135,000.

60W Solar panel- N35,000. https://t.co/bN2sMcXebL",2,0,2023-06-08 09:46:42+00:00
"RT @Zim_Vision2030: In line with govt policy,the United Nations Development Program (UNDP) -Global Fund Solar for Health project being impl…",2,0,2023-06-08 09:45:07+00:00
RT @business: South Korean solar-power generators file a lawsuit seeking to stop the government from forcing them to curtail output at thei…,2,0,2023-06-08 09:30:59+00:00
RT @Cryptozoologis7: @james00000001 I once rented a place with rooftop solar. Owner kept the power in their name against the terms of the l…,2,0,2023-06-08 09:21:32+00:00
"RT @james00000001: This is a back of envelope (well, freehand on my phone) diagram to illustrate the solar rebate calculation to people wit…",2,0,2023-06-08 09:21:13+00:00
"RT @zetin_solar: A Great Buy: It’s one of the cheapest metal structure solar street light. By optimizing the design and production process,…",2,0,2023-06-08 08:44:11+00:00
RT @ravinaproject: This is a horrible state to be in. Solar requires a backup power supply so what will it be? Solar requires along with wi…,2,0,2023-06-08 07:30:31+00:00
RT @BarghavaV: They need to restore the water bodies as a long term solution while encouraging other sustainable energy projects such as wi…,2,0,2023-06-08 06:49:41+00:00
"RT @ArneLutsch: The largest floating solar farm in North America is officially online

The floating solar farm consists of 16,510 solar pan…",2,0,2023-06-08 06:49:40+00:00
RT @mybroadband: Massive cost cut for home solar power producers in Cape Town — from R350 to R5 per month https://t.co/jnX8oGKpLD,2,0,2023-06-08 06:44:35+00:00
RT @causticbob: wind power https://t.co/klHpNb53QD,2,0,2023-06-08 10:03:46+00:00
"RT @Omkar_Raii: #MarketGrowth

Global transitions from conventional to #RenewableEnergy, favorable policy support, and reduced reliance on…",2,0,2023-06-08 08:37:04+00:00
"RT @JaredRyanSears: @RepDonaldsPress I'm glad you learned some new terms Mr. Donalds, but you forgot about energy storage.

Pumped Storage…",2,0,2023-06-08 06:02:51+00:00
"RT @pvmagazineindia: ONGC, Assam discom sign JV agreement for 250 MW battery storage project: The joint venture will build, own and operate…",2,0,2023-06-08 08:16:43+00:00
"RT @EtipRhc: Register now for the webinar ""Optimising grid flexibility with thermal energy storage"" organised by ThumbsUp on 21 June 2023.…",2,0,2023-06-08 07:48:59+00:00
"RT @HoustonChron: Texas led the nation in battery storage growth for the first few months of the year, adding enough utility-scale batterie…",2,0,2023-06-08 07:48:20+00:00
RT @PPN_Podcast: Embark on a captivating exploration into the realm of alternative energy storage technologies with our podcast guest Jonat…,2,0,2023-06-08 07:25:27+00:00
"RT @cleantechnica: Home Energy Storage Is Getting A Flow Battery Makeover

https://t.co/YbaoiPrgAX",2,0,2023-06-08 06:34:19+00:00
RT @BryanKeIIy: Exponential rise to $1.8B in energy storage  technology investment true long-duration storage now closer to market  reality…,2,0,2023-06-08 03:30:28+00:00
RT @autocar: Alfa Romeo has confirmed an electric urban SUV is imminent as the firm's first EV https://t.co/VWgitVNyur https://t.co/5EXOFE3…,2,0,2023-06-08 10:20:01+00:00
"RT @SMMT: ⚡️May saw battery electric vehicles consolidate their position as the UK’s second most popular power train

⚡️A further 24,513 jo…",2,0,2023-06-08 10:18:34+00:00
RT @agroasx: How China drives global electric car sales https://t.co/1CJ43paOdy via @AJEnglish,2,0,2023-06-08 09:50:46+00:00
"RT @ilovezacom: The fully electric Volvo EX30 SUV: a small car with big potential

https://t.co/tMq7un1Iqj

📷 @ziyaad86

#LetsTorqueZA #ilo…",2,0,2023-06-08 08:54:08+00:00
"RT @HC_Haplo: Visualising the growth of the electric car industry

https://t.co/uTQYqAtaZF",2,0,2023-06-08 08:35:29+00:00
"RT @ksMetalArtist: @DPMCanty @aczu4 She’s hung up on a power trip. For whatever reason, she’s making a point that she’s in charge. He didn’…",2,0,2023-06-08 07:52:54+00:00
RT @MeanLILMeoW: @wartranslated @EndGameWW3 Wonder if Ukraine will hold off while he waits for the confirmation of war crimes and Ecocide b…,2,0,2023-06-08 06:05:03+00:00
"RT @askdrelam: After The Bell - Earnings Season
We Have Three Additional Hours of Trading. We are awaiting Earnings on key stocks
Lululemon…",2,0,2023-06-08 02:03:46+00:00
RT @EricStratton71: @poeticalcontext I don’t understand the manslaughter charge. If you point a gun—even through a door—at a person’s chest…,2,0,2023-06-08 01:53:47+00:00
RT @WGRZ: The unprecedented number of deaths has caused the world-renowned racetrack to pause races as an investigation into the deaths con…,2,0,2023-06-07 22:28:19+00:00
RT @_andrenism: @OWCavalry The people complaining from the one shots from a sniper simply don’t understand the point of a sniper and forget…,2,0,2023-06-07 15:42:05+00:00
"RT @WTHRcom: Since April, there have been 12 horse deaths at the Louisville racetrack.
https://t.co/91nibeAlaC",2,0,2023-06-07 14:41:52+00:00
RT @coastnewsgroup: A 42-year-old Carlsbad woman was arrested and charged with vehicular manslaughter in connection with a crash last Augus…,2,0,2023-06-07 20:51:52+00:00
RT @RoSphix: The analogue guy is the best kind of guy America ever produced. The dude who can make their own electric bicycle in 1960 sort…,2,0,2023-06-07 19:51:16+00:00
"RT @IrishCycle: Gazelle hosted a group of international journalists at a former car showroom which was turned into an Experience Center, on…",2,0,2023-06-07 16:15:42+00:00
"RT @KevinJamessfm: E-Bike Tour to Rome Ancient Appian Way
Hop on an electric-powered bicycle, giving your legs a break from pedaling as you…",2,0,2023-06-07 14:03:57+00:00
RT @ItemAdvisor: Heybike Cityscape Electric Bike 350W Electric City Cruiser Bicycle Up to 40 Miles Removable... - BROWSE MORE::: https://t.…,2,0,2023-06-07 02:51:10+00:00
Heybike Cityscape Electric Bike 350W Electric City Cruiser Bicycle Up to 40 Miles Removable... - BROWSE MORE::: https://t.co/WYy35APjlF #@Odditymall #@ThisIsWhyImBroke #weddingphotography #giftideas #handmadegifts https://t.co/WJC0G0P0Up,2,0,2023-06-07 02:51:10+00:00
RT @kaffjamesnewtow: Fire departments across the nation have issued warnings about devastating fires caused by electric bicycle and scooter…,2,0,2023-06-06 16:22:21+00:00
RT @AAKenya: Have you seen delivery cyclists on electric bikes in Nairobi streets? Autonews Magazine set out to understand these bicycles a…,2,0,2023-06-05 18:01:57+00:00
"RT @ItemAdvisor: Three-Wheel Electric Bicycle, 40-Mile Long Distance Adult Tricycle, Foldable Tricycle, 750W Motor - BROWSE MORE::: https:/…",2,0,2023-06-05 02:54:17+00:00
"Three-Wheel Electric Bicycle, 40-Mile Long Distance Adult Tricycle, Foldable Tricycle, 750W Motor - BROWSE MORE::: https://t.co/sVZcLMw5Ns #@SuperKoolThings #KidsPlay #anniversary #@angrylemonade_ #@thisisyimbroke https://t.co/DehD0TjF3u",2,0,2023-06-05 02:54:16+00:00
RT @johnhanacek: Nice guide here. Chatting with different models via GPT4all on the plane with no wifi felt like the glimmers of Knowledge…,2,0,2023-06-04 19:52:18+00:00
"RT @Nebe0lisa: Electric bicycle for sale, for 700k full charge can take you up to 70km, with a minimum of 3 hours charge time it can also m…",2,0,2023-06-03 16:52:20+00:00
RT @InsideEVs: New GBoost V8 Kit Lets You Turn Any Bike Into An Electric Bicycle https://t.co/mzzpWpbOGn via @insideevs.com,2,0,2023-06-03 16:14:28+00:00
RT @InsideEVs: Check Out Rover's UMR 809 Urban Electric Bicycle https://t.co/CCoZVS7SDu via @insideevs.com,2,0,2023-06-03 16:12:16+00:00
"RT @DublinLive: BREAKING

They fled the scene on an electric scooter and a bicycle

https://t.co/ctauJ5Q9AA",2,0,2023-06-02 13:38:12+00:00
"RT @AndyatAuto: Launching this radically new @hiloevsocial E-Scooter today.  AI enabled safety, a halo lighting system, large front wheel f…",2,0,2023-06-08 09:41:46+00:00
RT @IrishTimes: Criminal with 124 previous convictions needed drugs when he stabbed doctor on e-scooter https://t.co/0P7OoEEuPE,2,0,2023-06-07 22:18:05+00:00
RT @rileychoe1: Will they actually solve this? or keep the status quo? If they get this money will they build actual safe streets or just m…,2,0,2023-06-06 15:41:50+00:00
RT @noaheverett: Everyone riding an e-scooter will have Apple Vision sucked to their face...bet,2,0,2023-06-05 19:20:28+00:00
RT @hubrd: Thanks to @techUK for setting out the risk of government inaction on e-scooter legislation. Shared e-scooters provide safe &amp; sus…,2,0,2023-06-05 12:28:56+00:00
RT @geogre_j: Saw an e-scooter parked on the side of the freeway  https://t.co/ywH5tIWfiv,2,0,2023-06-05 11:42:10+00:00
RT @DocMeezbah: @TJCoats @TARNaudit Not surprising. Highly unfortunate. Govt rushed in legalising e-scooter without regulations being deepl…,2,0,2023-06-05 10:09:59+00:00
"RT @tomflood1: Road bike at 5:30am, e-scooter at 8am and bike share at 9:30am for @bikeformike - such an incredible organization. https://t…",2,0,2023-06-04 19:08:42+00:00
"RT @CamGuthrie: What happened at #Guelph City Council last night? 
➡️ Surplus allocation 💰
➡️ E-Scooter Bylaw 🛴 
➡️ Heritage Study 🏠
➡️ Inc…",2,0,2023-06-03 00:30:28+00:00
"RT @majortraumagrp: London fire brigade release footage of an e-scooter bursting into flames in a kitchen, as more rail companies ban e-sco…",2,0,2023-06-02 20:00:28+00:00
"RT @DMVFreeEvents: June 3 &amp; 18, Wheaton &amp; Rockville, E-Scooter Training
#DMVFreeEvents @MCDOTNow 
DMV Free Events is not associated with th…",2,0,2023-06-02 13:54:22+00:00
"FIA Region IV with the support of @AnetaEC organised a ""Seminar on Sustainable Mobility"" in the Galapagos to look at new business models more respectful of the environment.
Read more: https://t.co/tc3V4OnF8q

#FIAMobility #FIAEnvironment",1,51,2023-06-07 18:20:04+00:00
"Guess who’s got the BYD Atto 3 from @SixtAustralia for the long weekend 😍👍🚙

- Less than $80/day for EV hire is insanely good value! 😱
*with @NRMA discount 😁

+ Plus free @Chargefox charging too apparently 🤯 https://t.co/GTpdzcBp5w",1,30,2023-06-08 03:40:25+00:00
@Kenyans By the the end of the month every woman will be having an electric bicycle 😂😂 https://t.co/eJNF9Okmp3,1,30,2023-06-06 05:15:33+00:00
"This young guy Jamal Murray is 6-11 from the field, including 2-4 on the three ball. You love the energy and, importantly, the efficiency. https://t.co/s8todMnu2f",1,27,2023-06-08 01:26:54+00:00
"Manufacturer wise electric car sales in May 2023 a thread!
Data source - FADA 

1. Tata - 5,822 units https://t.co/K86trtL5Me",1,27,2023-06-08 09:48:11+00:00
"First such strange and tragic accident in Kashmir where in e-scooter battery blasted
#blast #Srinagar #Kashmir #scooty https://t.co/K02H2aoYQk",1,24,2023-06-07 15:00:36+00:00
"@SCSsoftware 
@MANtruckandbus
#MANTG3TGX
#emobility
#Fullelectric    
#ETS2 
#EuroTruckSimulator2 
#BestCommunityEver 

Preparing for the 12 Hour Stream next thursday, Truck # the MAN ready for a lot of km... https://t.co/PC8FEpR5CM",1,20,2023-06-03 14:41:23+00:00
"@SCSsoftware
@MANtruckandbus
@MohSkinner
@siyann_stuff
#MANTG3TGX
#ETS2
#BestCommunityEver
#emobility
#Fullelectric 
@MichelinTyres 
#MichelinFanPack #RidesOnMichelin 
Good morning stream, Wednesday morning, With the MAN TGX in Utopia, along the coast

https://t.co/XWepKNOwCL https://t.co/5QuKvJrPwn",1,18,2023-06-07 03:58:15+00:00
"Agree with Palmer on this point! See-through is limited to our 100k year old sensors 👁️. Pass-through can see the whole spectrum of signals in the physical world and also what’s not there 😎. But the form factor, FOV and battery life needs to greatly improve on these devices. 😉 https://t.co/1YGHWiXpy8",1,16,2023-06-08 01:29:52+00:00
"It will be completed in 3 years and will produce 150,000 kg of Hydrogen per day using solar and wind power.

Read More: https://t.co/h9BTNaH7lA

#GreenHydrogen #HydrogenFuel #Pakistan #Sindh https://t.co/M3O8mbuGla",1,16,2023-06-08 08:27:46+00:00
"just saying we literally have a solution for urban and suburban mobility in the form of the electric bicycle, which paradoxically actually produces lower emissions (in use) than a regular bicycle, because conversion of electricity to motion is more efficient than food to motion.",1,16,2023-06-08 08:11:18+00:00
@GerberKawasaki @ditzikow @elonmusk I keep seeing your garbage tweet and garbage 😂,1,15,2023-06-07 03:51:16+00:00
"A good national day 🇸🇪 in KL is first getting a ride in a Volvo EV driven by YB @tzafrul_aziz Minister MITI - then hearing him speak about art, research, sustainability, and bilateral relations Malaysia 🇲🇾 and Sweden 🇸🇪

Thank you YB Tengku Zafrul for opening Innovation Day in KL https://t.co/CHwQb370uB",1,15,2023-06-06 08:33:02+00:00
"@SCSsoftware
@MANtruckandbus 
@Michelinuk
#MANTG3TGX
#ETS2
#BestCommunityEver
#emobility
#Fullelectric 
#MichelinFanPack #RidesOnMichelin #JustForFun
 
The Paintjob from @MohSkinner 
https://t.co/0NRtnub0Xq

and the wonderful shark from @siyann_stuff :
https://t.co/NQvAwOzDx3 https://t.co/W1OXTVUXnx",1,14,2023-06-07 03:58:16+00:00
"At what point will you change your behaviour? The solution will not be found in electric personal automobiles as much as in public transit, the bicycle, and your own two feet. The real benefit is these forms of transport are also better for your mental &amp; physical health! https://t.co/lvxS8DpZhZ",1,14,2023-06-07 22:09:01+00:00
"$ACDC just reached an all time high! 

What’s that? It’s the Battery &amp; Tech #Lithium ETF #asx https://t.co/SDQIxcYc2V",1,13,2023-06-07 01:06:32+00:00
"Father-son duo injured in e-scooter battery blast in Srinagar, watch a report with @faza_zainab
https://t.co/DrJBOl1AgV via @YouTube https://t.co/NsYoMsbYOj",1,13,2023-06-07 14:32:14+00:00
"It's time to welcome @evyve_uk, the rapid #EV charging network to Electroverse 🎉💚 To learn more about Evyve (and hear about their plans to add 10,000 chargers by 2030), we sat down with Fred Kamstra, the Network Operations Manager ⚡🚗🔌 Check it out: https://t.co/zshLCvSuLr https://t.co/ajVdp2F2oV",1,12,2023-06-08 08:01:07+00:00
@dreid63 @MarieSnyder27 And the E-scooter guy? The guy who rides wherever tf he wants including sidewalks? What the hell is he protesting?,1,12,2023-06-02 19:58:27+00:00
"@SCSsoftware
@MANtruckandbus
#MANTG3TGX
@MohSkinner
#ETS2
#BestCommunityEver
#emobility
#Fullelectric 
#MichelinFanPack #RidesOnMichelin #JustForFun

Back in Sweden together with @ExaminerIan and the MAN doing the heavy hauling and enjoying the perfect match to the MAN https://t.co/3LtzEPnoyU",1,11,2023-06-03 19:21:25+00:00
"@freecloud @guardian You can rest assured every expert is aware of your concerns, but smart charging makes the grid a non issue (and it has to be upgraded anyway) while recycling reduces costs.",1,11,2023-06-06 16:06:10+00:00
"#CENNTRO $CENN
#DOMINICANREPUBLIC
MOVILIDAD SOSTENIBLE
EN REP DOM JUN-2023

SUSTAINABLE MOBILITY
IN DOM REPUBLIC JUN-2023

Part 1/3 https://t.co/isRNo1vQA7",1,10,2023-06-06 14:43:05+00:00
Listen the Rich Young Techs that this is targeted to do not care about looking like huge disconnected dorks. I learn this every time I'm biking and pass one on an e-scooter who can't hear my horn because they've got noise-canceling headphones on. https://t.co/Qd4oiI6qJr,1,10,2023-06-05 19:43:29+00:00
"@MayorofLondon So what in blue tarnation is the point of standing on the footplate of a so-called e-scooter - something that’s about as good for the environment as an elastoplast on an elephant’s backside? 

Or don’t you care about child slave labour in the Congo? https://t.co/otTYPJaox9",1,10,2023-06-04 17:43:34+00:00
"Oshawa councillors opted not to reconsider an e-scooter pilot project in the wake of a 20-year-old woman’s death.
https://t.co/l03uboiZSU",1,10,2023-06-02 19:01:57+00:00
"Recenlty, Werner Happenhofer, VP of engineering, spoke at CTI SYM on the topic of #EV safety. His discussion covered the challenges EV systems are encountering and how our BDU can reduce cost and improve safety.Learn more: https://t.co/5UKDl99kkb #ElectricVehicles #eMobility https://t.co/Ha9P1NfMjK",1,9,2023-06-05 19:01:16+00:00
"We are thrilled to be participaring alongside @AmChamMexico and @IndexNuevoLeon at America’s Mobility of the Future 2023, the most important exhibition of e-mobility technology in Latin America!

The 2-day event is housing dozens of national and international exhibitors and… https://t.co/HP46fzoZ4n https://t.co/tahIBKO9XL",1,9,2023-06-07 00:32:04+00:00
"@henrymance “We’ve decided to cancel the electric car movement” 
“On whose advice?” 
“Dunno, he had a turkey on his head”",1,9,2023-06-08 08:50:59+00:00
In Egypt we don't have jobs to the point a random guy will stand in front of god's FREE LAND and charge you for parking. HE IS SELF EMPLOYED. SELF CONTINUING. PROFIT KEEPING. Everything 😭😭😭😭,1,9,2023-06-07 13:59:23+00:00
"What's up with people nowadays?  Adults driving cars, whilst glued to their phones!  A paperboy, riding an e-scooter looking at his phone for 10 seconds without looking up!  A lot can happen in 10 seconds, like nearly crashing into pedestrians like me.  Education is required. 🤬 https://t.co/VjY9QLBffb",1,9,2023-06-03 13:40:38+00:00
"Today is #WorldEnvironmentDay, &amp; we're proud to be part of the solution!

E-mobility is making a difference in 🇰🇪 where our electricity is produced from an 88% renewable energy mix

This means that the Roam Air &amp; the Roam Rapid are in the true sense of the word emissions-free! https://t.co/o5zfzaVP1N",1,8,2023-06-05 14:00:13+00:00
"Yesterday we had the opportunity to engage with an exciting community of entrepreneurs, state agencies, OEMs, and fleets at the @Newlab  Mobility Showcase all with a shared passion for driving #sustainable #transportation through harnessing the possibilities of #nextgenmobility. https://t.co/oUaTPYsdXq",1,8,2023-06-07 15:33:09+00:00
"Heartbreaking scenes from the Meeuse river in the Netherlands. 😢🐟 Let's raise awareness about the impact of hydropower turbines on fish, like with this salmon. It's time for responsible solutions that prioritize both clean energy and wildlife conservation. #ProtectOurRiver https://t.co/et8cqacEfQ",1,8,2023-06-08 07:00:01+00:00
"#OnePlusFold Tipped to Launch in August

Exp Specs:

Snapdragon 8 Gen 2
8"" QHD+ 120HZ OLED Main Display
6.5"" FHD+ 120HZ OLED Cover Display
50(OIS)+48+32MP Camera
32MP Inner + 32MP Cover Selfie
4800mAh Battery
80W Fast Charging

#OnePlus11 #Oneplus https://t.co/hmuHLNJ6cR",1,8,2023-06-08 06:16:06+00:00
"@BreitbartNews Wait till your doing that at night, in the winter, with the heat and lights on. 
Hard pass on EV, the battery tech is just NOT there yet. 
PERHAPS in 10-20 years, but not now.",1,8,2023-06-06 23:32:48+00:00
"There is a lot of sense in this piece about electric cars, by Rowan Atkinson of all people. There's better long term solutions than lithium ion battery cars. https://t.co/fvtZIRby1M",1,8,2023-06-04 03:20:20+00:00
"#TeamEurope in action! Pleased to join @NLinNigeria and my friend @NLAmbPlomp for a timely TechClean event yesterday in Abuja. As climate champions, EU and Member States are committed to supporting 🇳🇬 on green economy, climate smart agriculture and energy transition. https://t.co/XmdbxGNAJU",1,8,2023-06-08 09:30:08+00:00
"@SCSsoftware
@MANtruckandbus
#MANTG3TGX
#ETS2
#BestCommunityEver
#emobility
#Fullelectric 
#MichelinFanPack #RidesOnMichelin #JustForFun

Through Bulgaria and Romania typical with heavy loads and enjoying the Country Roads and towns",1,7,2023-06-05 04:03:34+00:00
"Electric-vehicle sales are poised to more than double by 2026 but eliminating emissions from road transportation by the middle of this century will require even greater efforts, according to BloombergNEF https://t.co/slyRyXkCvg",1,7,2023-06-08 09:33:08+00:00
"Electric vehicles have many potential benefits for the climate and our economy, and Mesa wants residents to be able to take full advantage. Our planning efforts look to address how the @CITYOFMESA can help make EV infrastructure accessible for all. @USDOT https://t.co/1BAge8Upti",1,7,2023-06-07 23:24:04+00:00
This Black-owned startup is fixing and learning from broken #EV charging stations https://t.co/BGQOYn4oD5 https://t.co/EAqTITut9k,1,7,2023-06-07 23:00:00+00:00
"⚡️Electrify your classic #Jaguar E-Type with @ElectrogenicREV 's 'drop-in' conversion kit. Fully reversible, 150-200 miles of range. The future of classics is here. 👇

#ElectricDrives #ElectricVehicles #Sustainability #EV #EVconversion

https://t.co/YugcUMPIeN",1,7,2023-06-07 11:41:13+00:00
as a dad i’m feeling the batman ‘ are you going to clean up’ energy - brilliant stuff https://t.co/7ajhG6oWuW,1,7,2023-06-08 06:39:35+00:00
"My battery died just before the end of the game so I couldn't film a reaction.

Don't worry it's coming.

I cried like a baby last night I'm not ashamed that's up there as one of the happiest days of my life.

So proud of the lads.

Years of pain and suffering over.

#WHUFC",1,7,2023-06-08 06:29:07+00:00
"Forget Vision Pro, the new MacBook Air 15"" with 18 hours battery life is👌",1,7,2023-06-08 05:58:07+00:00
KPI Green Energy Ltd receives Commissioning Certificates from GEDA for 26.10 MW hybrid power project. https://t.co/AtAPma9dre,1,7,2023-06-08 09:11:17+00:00
"@SonnieJohnson Scott is the worst type of brother. He is just smart enough to realize that spewing white supremacist talking points eloquently can get you some serious Meritorious Manumission. 

Hershel Walker is of the same cloth. His CTE prevented him from pulling it off effectively.",1,7,2023-06-06 21:45:10+00:00
"2006 Finals, Game 3 🎟

Mavericks lead Heat 2-0 🤠

Despite the Mavericks' 13-point lead in the fourth quarter, Dwyane Wade took charge and scored 15 points (he had 42 total), even with five fouls against him! 🪣🔥

(📸 @adbphotoinc)

(1 of 2) https://t.co/vFbGRdAtHi",1,7,2023-06-07 16:51:46+00:00
"Sika is proud to partner with Team Sonnenwagen Aachen e.V. which has been developing a solar-powered car to compete in the world's toughest solar race. The 4th generation of the Sika-sponsored vehicle will soon be revealed. Stay tuned!

#Automotive #EVehicle #EMobility #Solar https://t.co/w9E4X54lNh",1,6,2023-06-06 13:00:45+00:00
Turning Nissans and Teslas into a DIY electric catamaran: Part 1 https://t.co/NeV1HqX5Cl #electricboats #emobility,1,6,2023-06-04 05:03:12+00:00
"The Volvo EX30 will be in Australia late in 2023 with a starting price that throws it into battle with some of the nation's most exciting electric cars. #ElectricCars #ElectricVehicle #News #PriceAndSpecs #SWMFeed #Volvo #ElectricCar #EV #EX30 #VolvoEx30
https://t.co/Oslgg4Jo3Y",1,6,2023-06-07 22:59:55+00:00
"With PG&amp;E’s Electric Home Rate Plan, residential customers with an #ElectricVehicle, #BatteryStorage or #ElectricHeatPump can maximize savings by adjusting when they use electricity. 

Learn more: https://t.co/TJU4M1cucD https://t.co/ge7E0JTHs8",1,6,2023-06-07 16:19:51+00:00
Building a resilient #ElectricVehicle battery #supplychain is critical for #G20 countries to meet #energytransition goals. @DuaPerminder @KaruturiPradeep @rmthexplorer highlight importance of #circulareconomy in this regard. https://t.co/ADmTxjilnh,1,6,2023-06-07 04:30:00+00:00
"Lucid Motors was founded in 2007 by a team of engineers and designers who previously worked at Tesla, SpaceX, and other leading tech companies.
#LucidMotors #EV #ElectricCars #Sustainability #DreamDrive #LuxuryCars https://t.co/HKahTs6oqu",1,6,2023-06-06 13:24:00+00:00
"💥The @MSIPDundee Accelerator could help you develop new solutions in sustainable mobility and decarbonisation.
💥Fully subsidised programme.
💥Closes 15 June.

Delivered in partnership with @skillfluence, part funded by @scotent.

https://t.co/Hny2HAIlkq",1,6,2023-06-07 12:02:09+00:00
"Eco Recycling Ltd - IT Ministry Transfers Crucial Li-lon Battery Recycling Tech

#ECORECYCLING #INE316A01038 #ITMinistry #LiIonBattery #RecyclingTech #TechnologyTransfer 

https://t.co/FlSphXT93b https://t.co/fOO6u1yaFx",1,6,2023-06-07 04:31:09+00:00
"What will tomorrow bring?
#GigaUSA🇺🇸 2023
👀Focus on scaling #Lithium-ion #Battery production. #IRA🤔
A big two days ahead &amp; a big month of June too.
Anyone else thinking about production &amp; then dividends too down the line?
🇦🇷🇬🇭🇦🇺🇧🇷&amp;🇨🇦
#ValueInvesting takes time &amp; patience.
Enjoy https://t.co/GBeu3d3kOO",1,6,2023-06-07 15:58:12+00:00
"The lithium ion battery revolution is going to require a tremendous amount of investment in mines and mining. ⛏️🔌🔋⚡

$SGML $SGML.V $GPH.V $GPHOF
#Lithium #Graphite #BatteryMetals https://t.co/F0z4rex9ob",1,6,2023-06-05 15:10:26+00:00
"Several photos from Medford's 3 alarm fire this morning. The fire was caused by an E-Bike lithium ion battery fire on the 3rd floor. Companies from Malden, Somerville, Chelsea, Everett, Revere, and Arlington responded mutual aid to the fire to assist. More photos on my website. https://t.co/zBbIToIYNY",1,6,2023-06-03 19:10:24+00:00
"Green Humor | This week, @thetoonguy looks at how the giant guitarfish is in danger of extinction
https://t.co/1ITTaCW0Wz https://t.co/8o3rCet4EL",1,6,2023-06-08 09:06:00+00:00
"🤔 I DON'T KNOW
But #MMTH reached 49%
#VIX 14
#SP500 US100 and US30 too high
#BKX 82$
#USDT Cracking
#Crypto market jumped back to 1.1T in a day

To me all this sounds like a Bull Trap both for #Crypto and Stock
All smart money looks ready on the Grid

Let it happen 🔨 https://t.co/u0gfxbq2EC",1,6,2023-06-07 05:00:55+00:00
"Guinness World Record for the longest journey on a motorised bicycle. 11,812.42 kilometres officially! From August 2021 to January 2022, Luis and I embarked on this 5 month long journey in the USA on electric bicycles. Here is a detailed report https://t.co/ZE94b5GAiV https://t.co/cUFq2Exv8t",1,6,2023-06-06 04:20:13+00:00
"Volvo's new baby is no slouch, with a grown-up design and performance figures that would make some supercars blush. #ElectricCars #ElectricVehicle #News #SWMFeed #Volvo #ElectricCar #EV #EX30 #VolvoEx30
https://t.co/2nCbHZk9kq",1,5,2023-06-07 12:23:36+00:00
Delivery Update: #Fisker Ocean Volume Deliveries to Start This Month $FSR https://t.co/pHXEbTDeCG #AllThingsFisker #ElectricCar #HenrikFisker #FiskerInc #EV #ElectricVehicles #ElectricVehicle #EVs #FiskerOcean #CleanFutureForAll,1,5,2023-06-07 01:33:48+00:00
"📣[#UITP2023] Ségolène Deeley (@SegoDee) from @KeolisDowner spoke at the conference ""Building sustainable and equitable transportation choices across the globe"" this morning at @uitpsummit. Discover her interview #teamkeolis 👇 #publictransport #mobility https://t.co/D1vBn1zN13",1,5,2023-06-07 10:01:06+00:00
